,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel,SMILES
17890,Z68299595,4314,Done,31.59,-5.95633,glide-grid_6eti,,,-5.95633,-0.7,,,,,,,,,,,,,1.0,,,-5.95633,-23.9851,-4.53885,-28.524,4.56511,-34.8584,CC(C)(CO)NC(=O)c1ccc(Br)o1
17893,Z2846244673,14228,Done,55.54,-5.95602,glide-grid_6eti,,,-5.95602,0.0,,,,,,,,,,,,,1.0,,,-5.95602,-35.7762,-2.31462,-38.0908,1.86872,-53.5094,Cc1nc(Cn2cc(CN(C)c3ccccc3)nn2)co1
17896,Z1548943380,16381,Done,99.86,-5.95584,glide-grid_6eti,,,-5.95584,-0.3266,,,,,,,,,,,,,1.0,,,-5.95584,-42.5993,-5.51407,-48.1134,5.93048,-67.6626,COCCOc1ccc(Cl)cc1S(=O)(=O)NC(=O)Cn1cncn1
17897,Z2015061383,12501,Done,37.51,-5.95548,glide-grid_6eti,,,-5.95548,0.0,,,,,,,,,,,,,1.0,,,-5.95548,-31.2111,-0.0623904,-31.2735,3.58201,-44.1329,CCCN(C(=O)c1cccnc1)[C@@H]1CC(=O)N(C)C1=O
17898,Z1508069308,547,Done,42.87,-5.95532,glide-grid_6eti,,,-5.95532,-0.7,,,,,,,,,,,,,1.0,,,-5.95532,-32.1517,-6.93078,-39.0825,0.483009,-56.1881,CCn1cnc2c(NC3CCC(O)CC3)ncnc21
17900,Z2218268777,20076,Done,47.3,-5.95454,glide-grid_6eti,,,-5.95454,0.0,,,,,,,,,,,,,1.0,,,-5.95454,-28.7553,0.866681,-27.8886,7.3111,-37.761,CN(C1CCCCCC1)S(=O)(=O)c1cn(C)nc1C(F)(F)F
17901,Z2105297990,5466,Done,28.38,-5.95449,glide-grid_6eti,,,-5.95449,-0.208863,,,,,,,,,,,,,1.0,,,-5.95449,-33.7157,-2.39458,-36.1103,2.35767,-50.6211,CC1(C(=O)NS(=O)(=O)c2cc(Br)cs2)CC1
17906,Z2100299659,18900,Done,80.36,-5.95213,glide-grid_6eti,,,-5.95213,0.0,,,,,,,,,,,,,1.0,,,-5.95213,-32.5925,-3.77041,-36.3629,2.96831,-53.2526,Cc1nn(C)c(-n2ccnc2C)c1C(=O)N[C@H](C)C[NH+](C)C
17907,Z2358474716,2339,Done,35.23,-5.95202,glide-grid_6eti,,,-5.95202,0.0,,,,,,,,,,,,,1.0,,,-5.95202,-39.5132,0.367394,-39.1458,4.85824,-55.7625,Cc1cccc([C@@H]2CCCN2S(=O)(=O)c2cnn3c2OCCC3)c1
17908,Z2957851981,7064,Done,38.47,-5.95199,glide-grid_6eti,,,-5.95199,-0.7,,,,,,,,,,,,,1.0,,,-5.95199,-38.743,-2.27627,-41.0193,2.05661,-60.5265,CC1(O)CN(C(=O)c2cc3ccc(C(F)(F)F)cc3[nH]c2=O)C1
17922,Z1129187701,15240,Done,46.68,-5.94612,glide-grid_6eti,,,-5.94612,0.0,,,,,,,,,,,,,1.0,,,-5.94612,-37.5964,-2.20035,-39.7968,3.27776,-51.9382,C[C@H]1COCCN1CCNC(=O)c1cn2ccccc2n1
17923,Z2527330990,16995,Done,77.13,-5.94576,glide-grid_6eti,,,-5.94576,0.0,,,,,,,,,,,,,1.0,,,-5.94576,-42.9502,-3.26793,-46.2182,1.26421,-71.3475,Cc1ccc(Cn2cc(C[NH+]3CCN(c4ccccc4)CC3)nn2)o1
17925,Z740757120,11202,Done,70.56,-5.94502,glide-grid_6eti,,,-5.94502,0.0,,,,,,,,,,,,,1.0,,,-5.94502,-43.4501,-0.241197,-43.6913,6.97482,-61.3822,COc1ccc(NC(=O)[C@@H]2CCCN(S(=O)(=O)c3ccc(C)s3)C2)cc1C
17926,Z2255228496,2334,Done,77.62,-5.9449,glide-grid_6eti,,,-5.9449,0.0,,,,,,,,,,,,,1.0,,,-5.9449,-39.6963,-0.168511,-39.8648,4.89554,-57.6695,Cc1cc(-c2nc(C(=O)NC3CCN(CC(F)F)CC3)co2)ccn1
17932,Z1989729026,3267,Done,144.15,-5.94166,glide-grid_6eti,,,-5.94166,0.0,,,,,,,,,,,,,1.0,,,-5.94166,-36.0611,-3.64217,-39.7033,5.183,-54.2392,C[C@H]([NH2+]CCCC1(C#N)CCOCC1)c1ccc(-n2cncn2)cc1
17934,Z1177813954,8668,Done,76.96,-5.93921,glide-grid_6eti,,,-5.93921,-0.7,,,,,,,,,,,,,1.0,,,-5.93921,-28.5672,-7.84073,-36.408,1.97564,-52.0537,Cc1nc(C(=O)NC2CCN(CC(F)(F)F)CC2)c[nH]1
17935,Z2996682694,7681,Done,37.82,-5.9392,glide-grid_6eti,,,-5.9392,-0.35,,,,,,,,,,,,,1.0,,,-5.9392,-23.9367,-0.733833,-24.6706,2.40623,-29.153,CC(C)n1ccc(CN2CCOc3ccccc3[C@@H]2C(=O)[O-])n1
17938,Z2287278667,10925,Done,31.19,-5.93821,glide-grid_6eti,,,-5.93821,-0.634735,,,,,,,,,,,,,1.0,,,-5.93821,-29.1695,-5.93219,-35.1016,1.82436,-49.1226,O=C(NS(=O)(=O)c1cccs1)[C@@H]1CC1(F)F
17940,Z531033360,14474,Done,89.2,-5.93719,glide-grid_6eti,,,-5.93719,0.0,,,,,,,,,,,,,1.0,,,-5.93719,-37.8989,-4.08984,-41.9887,2.73429,-60.3142,CCc1ccc(CNC(=O)N2CCC[C@H]([NH+]3CCCC3)C2)s1
17942,Z2037164575,13880,Done,59.41,-5.9367,glide-grid_6eti,,,-5.9367,0.0,,,,,,,,,,,,,1.0,,,-5.9367,-37.4407,-8.69811,-46.1388,0.199593,-63.9855,O=C(Nc1cccnc1)[C@@H]1CC(c2ccc(F)cc2)=[NH+]O1
17953,Z1192379137,7300,Done,51.8,-5.93321,glide-grid_6eti,,,-5.93321,-0.7,,,,,,,,,,,,,1.0,,,-5.93321,-28.5449,-3.59073,-32.1356,2.90386,-41.3153,Cc1cc(C(=O)NC2CCC(C(=O)[O-])CC2)n[nH]1
17956,Z1603389680,20940,Done,80.66,-5.93121,glide-grid_6eti,,,-5.93121,-0.00100299,,,,,,,,,,,,,1.0,,,-5.93121,-29.4904,-1.70582,-31.1962,9.46107,-35.2195,O=C([O-])CCN(C[C@@H]1CCCO1)C(=O)[C@H]1CCCOC1
17960,Z237747136,13504,Done,66.64,-5.93079,glide-grid_6eti,,,-5.93079,0.0,,,,,,,,,,,,,1.0,,,-5.93079,-36.0529,-0.898999,-36.9519,1.54083,-57.5816,CCOc1ccc(-n2ncc(C(=O)N3CCCC3)c2C)nn1
17962,Z1510035791,2780,Done,37.64,-5.93002,glide-grid_6eti,,,-5.93002,-0.585671,,,,,,,,,,,,,1.0,,,-5.93002,-32.9947,-3.21395,-36.2086,1.47353,-49.0313,CC(C)n1cnc(S(=O)(=O)N[C@@H]2CCCC2(C)C)c1
17965,Z1724063690,4916,Done,56.14,-5.92918,glide-grid_6eti,,,-5.92918,0.0,,,,,,,,,,,,,1.0,,,-5.92918,-30.5547,-0.149215,-30.7039,1.5488,-46.7875,O=C(Nc1ccccc1)c1ccc(OC(F)F)cn1
17966,Z2112531744,13134,Done,38.88,-5.92879,glide-grid_6eti,,,-5.92879,-0.0125681,,,,,,,,,,,,,1.0,,,-5.92879,-32.3697,-2.68938,-35.0591,6.43534,-44.6473,C[C@@H](C(=O)[O-])N(C)S(=O)(=O)Cc1cccc2cccnc12
17972,Z2970969638,330,Done,22.71,-5.92692,glide-grid_6eti,,,-5.92692,-0.0289156,,,,,,,,,,,,,1.0,,,-5.92692,-37.9077,-6.16092,-44.0686,0.667138,-59.1347,NC(=O)N1CCN(c2ncnc3scnc23)CC1
17973,Z2295132992,16099,Done,51.93,-5.92672,glide-grid_6eti,,,-5.92672,0.0,,,,,,,,,,,,,1.0,,,-5.92672,-30.4901,-1.43781,-31.9279,17.0236,-34.6474,CO[C@H]1CCN(C(=O)Nc2cccc(C3CC3)n2)CC1(C)C
17976,Z635890566,21343,Done,77.97,-5.92524,glide-grid_6eti,,,-5.92524,0.0,,,,,,,,,,,,,1.0,,,-5.92524,-36.1024,-4.91436,-41.0168,3.64967,-58.147,FC(F)(F)c1ccn(-c2ccc(C[NH2+]C3CCOCC3)cc2)n1
17979,Z645147928,19603,Done,51.9,-5.92354,glide-grid_6eti,,,-5.92354,0.0,,,,,,,,,,,,,1.0,,,-5.92354,-33.2142,-1.8151,-35.0293,7.23782,-45.4089,CC(C)(C)c1nnc(C[NH+]2CCC[C@@H]2c2ccccc2Cl)o1
17980,Z1796549846,2603,Done,62.43,-5.92294,glide-grid_6eti,,,-5.92294,0.0,,,,,,,,,,,,,1.0,,,-5.92294,-38.7537,-2.33849,-41.0922,2.17674,-56.1774,Cc1csc(C(=O)[O-])c1S(=O)(=O)NCc1nncn1C
17982,Z402552892,9825,Done,143.07,-5.92242,glide-grid_6eti,,,-5.92242,0.0,,,,,,,,,,,,,1.0,,,-5.92242,-45.8305,-1.88198,-47.7125,1.69957,-74.063,O=C(NC1CC[NH+](CCc2ccccc2)CC1)N1CCN(c2ccccn2)CC1
17988,Z1413720168,13905,Done,41.31,-5.91987,glide-grid_6eti,,,-5.91987,0.0,,,,,,,,,,,,,1.0,,,-5.91987,-35.76,-0.221594,-35.9816,0.973742,-46.2804,COC(=O)c1sc(NCc2ccsc2)nc1C
17989,Z3042274295,18606,Done,66.18,-5.91942,glide-grid_6eti,,,-5.91942,0.0,,,,,,,,,,,,,1.0,,,-5.91942,-41.4951,-3.25758,-44.7527,3.24671,-67.1092,Cc1cc(N2C[C@H]3OC(=O)N(C4CC[NH+](C(C)C)CC4)[C@H]3C2)ncn1
17995,Z804674100,19906,Done,61.34,-5.91773,glide-grid_6eti,,,-5.91773,0.0,,,,,,,,,,,,,1.0,,,-5.91773,-44.0763,-1.61066,-45.6869,2.07337,-65.395,Cc1noc(C2CCN(C(=O)CN(C)C(=O)c3cccs3)CC2)n1
17998,Z3027216312,8576,Done,97.34,-5.91674,glide-grid_6eti,,,-5.91674,-0.7,,,,,,,,,,,,,1.0,,,-5.91674,-31.8213,-5.0354,-36.8567,4.30331,-50.5052,COCc1ccnc(NC(=O)N[C@@H](CO)C(C)C)n1
17999,Z737705004,19627,Done,40.69,-5.91662,glide-grid_6eti,,,-5.91662,-0.7,,,,,,,,,,,,,1.0,,,-5.91662,-32.9828,-2.79009,-35.7729,3.67485,-41.6261,Cc1ccc(S(C)(=O)=O)cc1S(=O)(=O)NCC(=O)[O-]
18000,Z3184007550,11085,Done,43.64,-5.91626,glide-grid_6eti,,,-5.91626,0.0,,,,,,,,,,,,,1.0,,,-5.91626,-37.4092,-1.60171,-39.0109,6.43844,-52.6589,COc1ccc2nnc(CCC(=O)N3CCCC3)n2n1
18003,Z826622602,5531,Done,35.45,-5.91591,glide-grid_6eti,,,-5.91591,0.0,,,,,,,,,,,,,1.0,,,-5.91591,-31.2647,-2.20892,-33.4736,2.8715,-44.9962,CN(C(=O)C1CC1)c1ccc(S(C)(=O)=O)cc1
18004,Z2949485150,5903,Done,39.98,-5.91562,glide-grid_6eti,,,-5.91562,0.0,,,,,,,,,,,,,1.0,,,-5.91562,-32.5987,-0.808169,-33.4069,4.86836,-41.9527,CCN(Cc1ccc(Cl)c(Cl)c1)C(=O)c1ccnc(OC)n1
18005,Z1162974402,6803,Done,57.93,-5.91516,glide-grid_6eti,,,-5.91516,0.0,,,,,,,,,,,,,1.0,,,-5.91516,-35.3464,-2.53789,-37.8843,2.1761,-52.8868,C[C@@H]([NH2+]Cc1ccc2cn[nH]c2c1)c1ccccc1F
18007,Z1603318494,5627,Done,65.11,-5.91385,glide-grid_6eti,,,-5.91385,0.0,,,,,,,,,,,,,1.0,,,-5.91385,-34.7445,0.625275,-34.1192,3.62918,-47.8667,COc1cccc([C@@H](CC(=O)[O-])NC(=O)c2ncoc2C)c1
18008,Z608768512,8103,Done,43.84,-5.91274,glide-grid_6eti,,,-5.91274,0.0,,,,,,,,,,,,,1.0,,,-5.91274,-16.0654,0.577197,-15.4882,11.8661,-24.0373,CNC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccccc1C(=O)[O-]
18010,Z432530714,12729,Done,40.11,-5.91216,glide-grid_6eti,,,-5.91216,0.0,,,,,,,,,,,,,1.0,,,-5.91216,-29.8708,-0.959543,-30.8303,9.89126,-38.5678,C[C@H](C(=O)N(C)C1CCCCC1)S(=O)(=O)c1ccccn1
18012,Z2596767092,7162,Done,34.38,-5.91187,glide-grid_6eti,,,-5.91187,0.0,,,,,,,,,,,,,1.0,,,-5.91187,-30.3825,-2.34379,-32.7263,1.91323,-43.3268,Cc1[nH]ncc1C(=O)N1C[C@@H]2COC[C@]2(C(=O)[O-])C1
18014,Z2010733689,9841,Done,41.75,-5.91123,glide-grid_6eti,,,-5.91123,-0.7,,,,,,,,,,,,,1.0,,,-5.91123,-36.681,-7.69115,-44.3722,0.710446,-63.7825,CS(=O)(=O)NC1CC(Nc2ncnc3[nH]ccc23)C1
18018,Z1523466540,6851,Done,61.25,-5.9098,glide-grid_6eti,,,-5.9098,0.0,,,,,,,,,,,,,1.0,,,-5.9098,-33.9758,-3.57009,-37.5459,1.75536,-52.0481,O=C(NCC12CCC(CC1)C2)N1CC[C@@H]([NH+]2CCCC2)C1
18023,Z2960173079,10966,Done,31.85,-5.90875,glide-grid_6eti,,,-5.90875,0.0,,,,,,,,,,,,,1.0,,,-5.90875,-40.5269,-0.530729,-41.0576,2.00728,-61.9724,C[C@@H]1CN(C(=O)c2ncc(C(F)(F)F)cc2Cl)CC(=O)N1
18025,Z3074709782,7998,Done,73.01,-5.90747,glide-grid_6eti,,,-5.90747,-0.7,,,,,,,,,,,,,1.0,,,-5.90747,-38.3785,-1.49223,-39.8707,3.73856,-55.4472,CC1CC(NS(=O)(=O)c2cccc(N3C[C@@H]4COC[C@H]4C3)n2)C1
18026,Z1870244881,4813,Done,72.87,-5.90637,glide-grid_6eti,,,-5.90637,0.0,,,,,,,,,,,,,1.0,,,-5.90637,-37.2292,0.32869,-36.9005,1.85256,-54.2815,O=C([O-])c1csc(NC(=O)c2ccn(C3CCCC3)n2)c1
18030,Z2482923603,21252,Done,108.79,-5.90549,glide-grid_6eti,,,-5.90549,-0.96,,,,,,,,,,,,,1.0,,,-5.90549,-41.7126,-1.04675,-42.7594,8.13587,-54.3178,O=C([O-])c1ccc(OC[C@@H](O)CN2CCOc3ccccc3C2)cc1
18034,Z2079715739,6712,Done,78.77,-5.90355,glide-grid_6eti,,,-5.90355,-0.470053,,,,,,,,,,,,,1.0,,,-5.90355,-24.3778,-8.74143,-33.1192,6.89928,-39.1442,COC(=O)[C@H](NC(=O)[C@@H](C)C[NH3+])C(C)C
18035,Z1995101090,9937,Done,49.97,-5.90301,glide-grid_6eti,,,-5.90301,0.0,,,,,,,,,,,,,1.0,,,-5.90301,-35.9405,-0.363252,-36.3038,1.9385,-51.8054,Cc1nc(C(C)(C)C)sc1C(=O)N(C)Cc1cnc(C(C)C)nc1
18036,Z1603686192,16860,Done,57.8,-5.90128,glide-grid_6eti,,,-5.90128,0.0,,,,,,,,,,,,,1.0,,,-5.90128,-33.0858,-2.99389,-36.0797,5.69237,-46.7367,COC(C)(C)C(=O)Nc1ccc(OCC(=O)[O-])c(Cl)c1
18040,Z1990125715,5194,Done,43.13,-5.89933,glide-grid_6eti,,,-5.89933,-0.7,,,,,,,,,,,,,1.0,,,-5.89933,-41.2933,-6.59821,-47.8915,1.79626,-72.5369,O=S(=O)(Nc1ccc(-c2cncnc2)cn1)c1cccc(Cl)c1
18045,Z2279038346,5436,Done,120.32,-5.89806,glide-grid_6eti,,,-5.89806,0.0,,,,,,,,,,,,,1.0,,,-5.89806,-32.9547,-7.09754,-40.0522,1.17626,-59.0795,CC(C)NC(=O)CC[NH2+][C@H]1CCCN(C)c2ccccc21
18049,Z2932438467,11654,Done,49.34,-5.89673,glide-grid_6eti,,,-5.89673,-0.7,,,,,,,,,,,,,1.0,,,-5.89673,-33.6559,-3.61794,-37.2739,2.25269,-52.6334,CC(=O)N1CCC(C(=O)Nc2ccc(C(C)C)nc2)CC1
18051,Z1509766838,11721,Done,47.54,-5.89626,glide-grid_6eti,,,-5.89626,0.0,,,,,,,,,,,,,1.0,,,-5.89626,-53.0617,-2.52465,-55.5863,4.764,-85.8319,Cn1cnnc1-c1cncc(NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)c1
18052,Z1765308509,16452,Done,73.44,-5.89549,glide-grid_6eti,,,-5.89549,-0.574065,,,,,,,,,,,,,1.0,,,-5.89549,-39.0333,-1.36077,-40.3941,2.97461,-53.0472,Cc1ccc2ncnc(N3CC[NH+](CC(C)(C)O)C[C@H]3C)c2c1
18053,Z1580093721,1956,Done,49.89,-5.89528,glide-grid_6eti,,,-5.89528,-0.619546,,,,,,,,,,,,,1.0,,,-5.89528,-36.4388,-5.31812,-41.7569,1.82018,-58.918,Cc1nc(C(C)(C)NC(=O)Nc2cnn(C(C)(C)C)c2)no1
18055,Z1791110557,17161,Done,84.73,-5.89519,glide-grid_6eti,,,-5.89519,0.0,,,,,,,,,,,,,1.0,,,-5.89519,-31.5319,1.34735,-30.1845,7.99865,-42.9231,COc1cc(C(=O)[O-])ccc1S(=O)(=O)N(C[C@@H]1CCOC1)C1CC1
18057,Z989238464,11755,Done,32.35,-5.89446,glide-grid_6eti,,,-5.89446,-0.512673,,,,,,,,,,,,,1.0,,,-5.89446,-38.9461,-5.24878,-44.1949,0.998158,-66.2642,Cc1cc(C)c(CNc2ncnc3c2C[NH+](C)CC3)c(=O)[nH]1
18058,Z27081045,8671,Done,67.36,-5.89434,glide-grid_6eti,,,-5.89434,-0.575561,,,,,,,,,,,,,1.0,,,-5.89434,-32.1495,-2.801,-34.9505,4.96514,-48.0088,O=C(Nc1ccc(OC(F)F)cc1)C1CCCC1
18061,Z1263583037,20515,Done,56.78,-5.89326,glide-grid_6eti,,,-5.89326,0.0,,,,,,,,,,,,,1.0,,,-5.89326,-32.9132,0.942142,-31.971,1.45665,-47.5314,Cn1cc(C(=O)NC2(C(=O)[O-])CC2)c2ccccc21
18062,Z2595560068,2614,Done,63.13,-5.89322,glide-grid_6eti,,,-5.89322,0.0,,,,,,,,,,,,,1.0,,,-5.89322,-35.582,-1.42878,-37.0108,3.78786,-45.6558,O=C([O-])CCN(C[C@H]1CCCO1)C(=O)c1cnn2cccc(Cl)c12
18063,Z736715088,2414,Done,32.35,-5.89105,glide-grid_6eti,,,-5.89105,-0.7,,,,,,,,,,,,,1.0,,,-5.89105,-30.7113,-1.80994,-32.5212,3.19516,-43.1076,CO[C@@H](C)C(=O)Nc1ccc(Cl)c(C(=O)[O-])c1
18065,Z1158481843,14003,Done,29.79,-5.89044,glide-grid_6eti,,,-5.89044,0.0,,,,,,,,,,,,,1.0,,,-5.89044,-26.2208,-2.07651,-28.2974,2.38338,-35.7399,CC(C)[C@@H]1C(=O)NCCN1C(=O)Cn1cnnn1
18072,Z1269640458,5085,Done,38.84,-5.88874,glide-grid_6eti,,,-5.88874,-0.7,,,,,,,,,,,,,1.0,,,-5.88874,-35.286,-1.62124,-36.9072,0.866046,-51.1322,O=C1CC[C@H](NC(=O)Cc2cccs2)C(=O)N1
18073,Z1134140410,11305,Done,106.89,-5.88864,glide-grid_6eti,,,-5.88864,0.0,,,,,,,,,,,,,1.0,,,-5.88864,-40.0984,-0.21124,-40.3097,2.29789,-61.3132,NS(=O)(=O)c1cccnc1NCC1(c2ccccc2)CCC1
18077,Z647879586,6760,Done,51.57,-5.88834,glide-grid_6eti,,,-5.88834,0.0,,,,,,,,,,,,,1.0,,,-5.88834,-37.4298,-0.892771,-38.3226,3.07073,-54.0303,Cc1cccc(-c2nnc(NC(=O)CSC(C)(C)C)[nH]2)n1
18079,Z1518527752,9154,Done,64.78,-5.88774,glide-grid_6eti,,,-5.88774,-0.601821,,,,,,,,,,,,,1.0,,,-5.88774,-35.6293,-5.5484,-41.1777,2.11231,-58.2908,C[C@]1(NC(=O)c2csc(S(N)(=O)=O)c2)CCOC1
18086,Z1444128923,8724,Done,38.01,-5.88484,glide-grid_6eti,,,-5.88484,0.0,,,,,,,,,,,,,1.0,,,-5.88484,-25.6691,-2.38791,-28.057,1.66035,-43.2508,COCC(C)(C)NC(=O)c1ccc(C(=O)[O-])cc1
18090,Z2226645351,8021,Done,83.37,-5.88283,glide-grid_6eti,,,-5.88283,-0.861113,,,,,,,,,,,,,1.0,,,-5.88283,-40.1986,-6.73777,-46.9364,14.074,-60.6803,CN1CC[C@H]([NH+]2CCC(NC(=O)c3ccc(C(N)=O)s3)CC2)C1=O
18091,Z2353375425,6622,Done,49.8,-5.88214,glide-grid_6eti,,,-5.88214,0.0,,,,,,,,,,,,,1.0,,,-5.88214,-28.1002,0.438901,-27.6613,4.52128,-33.5034,CCC(CC)(CNC(=O)N1CC[C@@](C)(C(=O)[O-])C1)OC
18096,Z3077776526,941,Done,48.79,-5.88036,glide-grid_6eti,,,-5.88036,0.0,,,,,,,,,,,,,1.0,,,-5.88036,-34.1848,-1.74607,-35.9309,2.8909,-47.7556,COc1cc(C)nc(N2CC(OC)(c3ccnn3C)C2)n1
18097,Z1574853050,8933,Done,92.99,-5.87994,glide-grid_6eti,,,-5.87994,0.0,,,,,,,,,,,,,1.0,,,-5.87994,-42.7312,-0.95654,-43.6877,4.71417,-59.4713,CCN(c1ccc(NC(=O)c2cnc(C(=O)OC)cn2)cc1)C(C)C
18098,Z808565998,3352,Done,55.78,-5.87978,glide-grid_6eti,,,-5.87978,0.0,,,,,,,,,,,,,1.0,,,-5.87978,-28.9823,-1.39425,-30.3766,6.28632,-37.2266,O=C([O-])C[C@H]1CCCN1C(=O)CCn1cccn1
18103,Z2368609460,5029,Done,55.34,-5.87813,glide-grid_6eti,,,-5.87813,0.0,,,,,,,,,,,,,1.0,,,-5.87813,-39.8577,-3.1821,-43.0398,0.369207,-56.8995,CC(C)Oc1cc(N2CCN([C@H]3CC[NH2+]C3)CC2)ncn1
18104,Z1591878056,9584,Done,76.13,-5.87791,glide-grid_6eti,,,-5.87791,-0.625788,,,,,,,,,,,,,1.0,,,-5.87791,-36.9475,-2.94566,-39.8932,0.0,-53.5595,Cc1nc(-c2ccc(S(=O)(=O)N3CC[C@H](CO)C3)cc2)co1
18105,Z1274469060,6730,Done,70.97,-5.87746,glide-grid_6eti,,,-5.87746,0.0,,,,,,,,,,,,,1.0,,,-5.87746,-37.3528,-2.53064,-39.8835,7.36917,-54.3568,Cc1n[nH]c(C)c1S(=O)(=O)NCCc1nc(C(=O)[O-])cs1
18106,Z3686695716,8508,Done,35.22,-5.87734,glide-grid_6eti,,,-5.87734,0.0,,,,,,,,,,,,,1.0,,,-5.87734,-40.0022,-1.95079,-41.9529,3.82989,-59.0284,Cc1nc(C(=O)N2CCCc3cc(F)ccc32)nc(N2CC[C@@H]([NH3+])C2)c1C
18107,Z1626814981,11333,Done,64.34,-5.87711,glide-grid_6eti,,,-5.87711,-0.116419,,,,,,,,,,,,,1.0,,,-5.87711,-24.7531,-0.480137,-25.2332,9.73007,-33.151,CC(C)c1nc([C@@H]2CN(C(=O)C3(C(=O)[O-])CC3)CCO2)no1
18108,Z2069022665,2303,Done,81.59,-5.87625,glide-grid_6eti,,,-5.87625,0.0,,,,,,,,,,,,,1.0,,,-5.87625,-27.1308,-2.16155,-29.2924,2.84421,-39.1348,C[NH+](C)CC(C)(C)CNc1ncc(C(=O)[O-])cn1
18112,Z2207380304,3016,Done,40.37,-5.87442,glide-grid_6eti,,,-5.87442,-0.177224,,,,,,,,,,,,,1.0,,,-5.87442,-33.597,-2.05943,-35.6564,6.43887,-45.7869,CCN(C(=O)c1nnc(C(C)C)s1)[C@H]1CCOC1
18116,Z2173098183,6530,Done,21.88,-5.87276,glide-grid_6eti,,,-5.87276,0.0,,,,,,,,,,,,,1.0,,,-5.87276,-35.8418,-0.977944,-36.8197,0.81577,-50.4491,C[C@@H]1CSCCN1C(=O)c1cc2n(n1)CCO2
18117,Z1271477660,17588,Done,34.72,-5.87214,glide-grid_6eti,,,-5.87214,0.0,,,,,,,,,,,,,1.0,,,-5.87214,-34.36,-1.47691,-35.8369,4.95998,-44.0621,Cc1cc(Br)cc(C)c1S(=O)(=O)N1CCC[C@H](n2cncn2)C1
18119,Z2437215571,14912,Done,78.5,-5.87159,glide-grid_6eti,,,-5.87159,0.0,,,,,,,,,,,,,1.0,,,-5.87159,-42.7186,-0.256363,-42.975,6.75053,-62.8634,O=C([O-])c1cncc(S(=O)(=O)N2CC[C@@H](Cc3ccccc3)C2)c1
18120,Z2482959796,21068,Done,84.68,-5.87153,glide-grid_6eti,,,-5.87153,0.0,,,,,,,,,,,,,1.0,,,-5.87153,-32.7003,-4.08923,-36.7896,3.47675,-53.8302,CCn1cc(C2CC[NH+]([C@@H](C(=O)[O-])c3ccccc3F)CC2)cn1
18122,Z2437086408,11452,Done,36.48,-5.87128,glide-grid_6eti,,,-5.87128,0.0,,,,,,,,,,,,,1.0,,,-5.87128,-31.976,-3.39986,-35.3759,3.09616,-54.0907,Cc1c(C(=O)[O-])oc2ccc(S(=O)(=O)N3CC[NH+](C)CC3)cc12
18129,Z1580971134,11309,Done,74.38,-5.86847,glide-grid_6eti,,,-5.86847,-0.030405,,,,,,,,,,,,,1.0,,,-5.86847,-42.9515,-1.48681,-44.4383,0.768452,-65.1645,CC(C)[NH+]1CCC(NC(=O)c2cn(C)nc2-c2ccccc2)CC1
18131,Z1080460340,9890,Done,39.1,-5.86758,glide-grid_6eti,,,-5.86758,0.0,,,,,,,,,,,,,1.0,,,-5.86758,-39.2965,-1.42026,-40.7167,2.93762,-49.6686,O=C(c1cscn1)N1CCN(c2ncccn2)CC1
18134,Z1180509188,1517,Done,70.79,-5.86728,glide-grid_6eti,,,-5.86728,-0.590383,,,,,,,,,,,,,1.0,,,-5.86728,-26.6946,-3.00357,-29.6982,8.79188,-26.1126,O=C(NCC1([NH+]2CCCCC2)CCCCC1)N1[C@H]2CC[C@H]1CC(O)C2
18135,Z324659206,20695,Done,126.58,-5.8663,glide-grid_6eti,,,-5.8663,0.0,,,,,,,,,,,,,1.0,,,-5.8663,-40.812,-4.24729,-45.0592,3.96354,-59.5851,CCOc1ccc(-c2noc(C[NH+](CC(N)=O)C(C)C)n2)cc1
18137,Z2433276740,3022,Done,29.99,-5.86588,glide-grid_6eti,,,-5.86588,-0.668237,,,,,,,,,,,,,1.0,,,-5.86588,-30.561,-0.663435,-31.2244,0.299591,-38.7392,COc1ccc2oc(N3CCC(OC)CC3)nc2c1
18141,Z634939468,1704,Done,92.83,-5.86513,glide-grid_6eti,,,-5.86513,0.0,,,,,,,,,,,,,1.0,,,-5.86513,-38.0608,-5.14864,-43.2094,3.43758,-61.8712,c1cc2c(cc1-c1n[nH]cc1C[NH2+]C1CC1)OCCO2
